city_id,cnes_id,name
2611804,7356439,HOSPITAL GERAL DE RIBEIRAO
2611903,2711915,HOSPITAL DE RIO FORMOSO
2612208,2356287,HOSPITAL REGIONAL INACIO DE SA
2612208,2639122,CASA DE SAUDE MATERNIDADE NOSSA SENHORA DE FATIMA
2612208,2713497,PRONTO SOCORRO SAO FRANCISCO LTDA
2612307,2638940,HOSPITAL JOSINA GODOY
2612455,2714485,HOSPITAL MUNICIPAL JOAO RODRIGUES DE SOUZA
2612505,2344289,HOSPITAL MUNICIPAL RAYMUNDO FRANCELINO ARAGAO
2612554,9146032,HOSPITAL MUNICIPAL DE SANTA FILOMENA
2612604,2639173,HOSPITAL MUNICIPAL MONSENHOR ANGELO SAMPAIO
2613008,2352133,HOSPITAL MUNICIPAL DE SAO BENTO DO UNA
2613107,2703351,HOSPITAL MUNICIPAL ADOLPHO PEREIRA CARNEIRO
2613206,2344033,HOSPITAL JOSEFA CORDEIRO VILACA
2613305,2638894,UNIDADE MISTA PRESIDENTE CASTELO BRANCO
2613503,2639165,HGU
2613602,2429543,CLIPS II
2613602,2635798,CLINICA SANTA MARIA
2613602,2715317,HOSPITAL MARIA RAFAEL DE SIQUEIRA
2613701,2432048,HOSPITAL E MATERNIDADES PETRONILA CAMPOS
2613701,6525296,SOCIEDADE HOSPITALAR MARIA VITORIA
2613909,2348470,PRONTO SOCORRO SAO JOSE
2613909,2348489,HOSPITAL PROFESSOR AGAMENON MAGALHAES
2613909,2351633,HOSPITAL SAO VICENTE
2613909,2517124,HOSPITAL SAO FRANCISCO
2613909,2517167,HOSPITAL SANTA MARTA
2614006,2349566,HOSPITAL GERAL IMACULADA CONCEICAO
2614105,2634309,CLINICA NOSSA SENHORA DO CARMO
2614105,2712016,HOSPITAL MARIA ALICE GOMES LAFAYETTE
2614204,2431823,HOSPITAL E MATERNIDADE MUNICIPAL OLIMPIO M GOUVEIA LINS
2614204,2711346,APAMIS
2614303,2639270,HOSPITAL MUNICIPAL DR JOSE MIRANDA FILHO
2614501,2354551,HOSPITAL SAO LUIZ
2614600,2348497,HOSPITAL DR JOSE LUIS DA SILVA NETO
2614600,3204448,CLINICA SAMED
2615003,2703378,HOSPITAL GERAL SEVERINO PEREIRA DA SILVA
2615102,2715252,HOSPITAL MUNICIPAL DE TEREZINHA
2615300,2346621,HOSPITAL FERREIRA LIMA
2615409,2631180,HOSPITAL MUNICIPAL NOSSA SENHORA DE FATIMA
2615607,2315300,CASA DE SAUDE E MATERNIDADE SANTA MONICA
2615607,2315807,CASA DE SAUDE SANTA CECILIA
2615607,2706709,HOSPITAL MUNICIPAL MARIA VENERI
2615805,2703092,UNIDADE MISTA SANTA CLARA
2616209,4020014,HOSPITAL MEMORIAL DR JAIME JUSTINIANO DE SANTANA
2616308,2711397,CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DE FATIMA
2616407,2319233,PRONTO SOCORRO E CASA DE SAUDE DA VITORIA
2616407,2429004,APAMI DE VITORIA DE SANTO ANTAO
2616407,2432307,CENTRO HOSPITALAR SANTA MARIA
2616407,2711966,HOSPITAL GERAL DA VITORIA
2616407,2712008,HOSPITAL JOAO MURILO E POLICLINICA DE VITORIA
2616407,9874615,CENTRO DE EDUCACAO E SAUDE COMUNITARIA CESAC
2700300,2004976,HOSPITAL MEMORIAL DJACY BARBOSA
2700300,2005026,CASA DE SAUDE E MAT N SRA DE FATIMA LTDA
2700300,2005417,CHAMA
2700300,3015408,UNIDADE DE EMERGENCIA DR DANIEL HOULY
2700409,2008106,HOSPITAL JOAO LIRA FILHO
2700409,2008289,HOSPITAL DARCY VARGAS ATALAIA
2701001,2009528,HOSPITAL MUNICIPAL MANOEL S C TEXEIRA
2701407,2722410,UNIDADE MISTA SENADOR ARNON DE MELO
2701704,2719010,HOSPITAL MUNICIPAL DR JOSE VANIO DE BARROS MORAIS
2702306,2010356,CARVALHO BELTRAO SERVICOS DE SAUDE LTDA
2702405,4020197,HOSPITAL E MATERNIDADE DR ANTENOR SERPA
2702405,9098364,HOSPITAL GERAL DE DELMIRO GOUVEIA
2703809,2009242,HOSPITAL MUNICIPAL ANA ANITA GOMES FRAGOSO
2704005,2722429,HOSPITAL MUNICIPAL TEOFILO PEREIRA
2704302,2006197,HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES
2704302,2006340,CASA DE SAUDE SANTO ANTONIO
2704302,2006359,HOSPITAL SANATORIO
2704302,2006405,CASA DE SAUDE E MATERNIDADE NOSSA SR DE FATIMA
2704302,2006421,HOSPITAL ORTOPEDICO DE MACEIO
2704302,2006448,HOSPITAL VEREDAS
2704302,2006472,HOSPITAL MEMORIAL ARTHUR RAMOS
2704302,2006510,HOSPITAL GERAL DO ESTADO DR OSVALDO BRANSAO VILELA
2704302,2006960,HOSPITAL VIDA
2704302,2007037,SANTA CASA DE MISERICORDIA DE MACEIO
2704302,2008998,HOSPITAL ESCOLA DR JOSE CARNEIRO
2704302,5195063,HOSPITAL DO CORACAO DE ALAGOAS
2704302,5253381,HOSPITAL UNIMED
2704302,5473098,CLINICA SANTA JULIANA
2704302,6303153,HOSPITAL NOSSA SENHORA DA GUIA
2704302,6485960,HOSPITAL MACEIO
2704302,6782477,HOSPITAL GERAL E MATERNIDADE ALERTA MEDICO
2704302,7467370,HOSPITAL E MATERNIDADE SANTA RITA DE CASSIA
2704302,7471955,HOSPITAL MEDICO CIRURGICO
2704302,9226702,HUMANITE COMPLEXO MEDICO HOSPITALAR LTDA
2705101,2009161,HOSPITAL LUIZ ARRUDA
2705507,4020405,HOSPITAL GERAL DAGOBERTO OMENA HGDO
2706307,2010631,HOSPITAL REGIONAL SANTA RITA E MATERNIDADE SANTA OLIMPIA
2706703,2003775,SANTA CASA DE MISERICORDIA DE PENEDO
2706901,2011166,HOSPNOSSA SENHORA DE LOURDES E MAT ARMANDO LAGES
2707305,4020510,HOSPITAL MUNICIPAL DE PORTO CALVO
2707305,7042671,HOSPITAL GERAL DE PORTO CALVO
2707701,2720043,HOSPITAL GERAL PROF IB GATTO FALCAO
2708006,3152294,CASA DE SAUDE E MATERNIDADE SANTA JOANA
2708006,5616298,HOSPITAL REGIONAL DE SANTANA DO IPANEMA
2708204,2720027,HOSPITAL DR JOSE VANDERLEY NETO
2708501,2008858,HOSPITAL JOSE AUGUSTO
2708600,2010151,SANTA CASA DE MISERICORDIA DE SAO MIGUEL DOS CAMPOS
2709152,2722399,HOSPITAL MUNICIPAL NOSSA SENHORA DAS GRACAS
2709301,2705737,HOSPITAL SAO VICENTE DE PAULO
2709301,6849814,HOSPITAL UNIAO
2709301,7753470,HOSPITAL GERAL DE UNIAO DOS PALMARES
2709400,2003570,HOSPITAL MUNICIPAL DE VICOSA
2800209,2421488,FUNDACAO MEDICA SANTA CECILIA
2800308,0002232,HOSPITAL SANTA IZABEL
2800308,0002275,HOSPITAL SAO JOSE
2800308,0002283,HOSPITAL DE CIRURGIA
2800308,0002534,HOSPITAL UNIVERSITARIO DE SERGIPE HUSE
2800308,0002585,HOSPITAL SAO LUCAS
2800308,0003077,HOSPITAL DA POLICIA MILITAR
2800308,2444259,CLINICA RENASCENCA SA
2800308,2658496,PRONTO CLINICA SAO MARCOS PRONTO SOCORRO PARTICULAR
2800308,2816210,HOSPITAL GOVERNADOR JOAO ALVES FILHO
2800308,6003494,REDE PRIMAVERA HOSPITAL PRIMAVERA
2800308,6137040,CENTRO MEDICO GABRIEL SOARES
2801207,2658542,HOSPITAL HAYDDE CARVALHO LEITE SANTOS
2801306,2745259,HOSPITAL SAO PEDRO DE ALCANTARA
2802106,2423529,HOSPITAL REGIONAL AMPARO DE MARIA
2802106,6901743,HOSPITAL REGIONAL DE ESTANCIA JESSE FONTES
2802809,2423065,EMERGENCIA 24 HORAS
2802908,2477661,HOSPITAL DR PEDRO GARCIA MORENO
2802908,2546027,HOSPITAL E MATERNIDADE SAO JOSE
2803005,2546124,HOSPITAL SAO LUIZ GONZAGA
2803302,2421526,HOSPITAL SAO JOSE
2803500,2421518,HOSPITAL NOSSA SENHORA DA CONCEICAO
2803500,6568343,HOSPITAL UNIV MONSENHOR JOAO BATISTA DE CARVALHO DALTRO
2804508,2421542,HOSPITAL REGIONAL GOV JOAO ALVES FILHO
2804607,2546019,HOSPITAL E MATERNIDADE SAO FRANCISCO
2804805,5129753,HOSPITAL REGIONAL JOSE FRANCO SOBRINHO
2805406,2420120,HOSPITAL MUNICIPAL ZULMIRA SOARES
2805604,6697712,HOSPITAL DR FRANCISCO ROLLEMBERG
2805703,3559629,HOSPITAL REGIONAL DE PROPRIA
2805901,2477947,HOSPITAL DE RIACHUELO
2806008,2815915,HOSPITAL E MATERNIDADE DR CARLOS FIRPO
2806107,2421496,ASSOCIACAO DE CARIDADE DE ROSARIO DO CATETE
2806701,2545829,HOSPITAL E MATERNIDADE NOSSO SENHOR DOS PASSOS
2807105,2421577,HOSPITAL BOM JESUS
2900108,6556450,HOSPITAL MUNICIPAL ODIN MELO
2900207,2304295,HOSPITAL MUNICIPAL JONIVAL LUCAS DA SILVA
2900405,2602202,HOSPITAL MATERNIDADE LUIS EDUARDO MAGALHAES
2900504,4021185,HOSPITAL MUNICIPAL DRA MONALISA LOUZADA
2900702,2487438,HOSPITAL REGIONAL DANTAS BIAO
2900702,2519879,HCA
2900801,2304848,HOSPITAL SAO BERNARDO
2901007,2414244,HOSPITAL MUNICIPAL DE AMARGOSA
2901106,2799103,HPP DR PEDRO AMERICO DE BRITO
2901155,2304538,HOSPITAL MUNICIPAL LOURIVAL BISPO DO ROSARIO
2901205,3827127,HOSPITAL MUNICIPAL TAVINA OLIVEIRA
2901304,4021460,HOSPITAL MUNICIPAL DE ANDARAI
2901502,2660229,HOSPITAL MUNICIPAL JOSELITO VIEIRA NEVES
2901601,2799820,HOSPITAL NOSSA SENHORA DE LOURDES
2901601,2799847,HOSPITAL SAO MARCELO
2902005,3407829,HOSPITAL MUNICIPAL FELINTO SILVEIRA MAIA
2902104,2598213,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEICAO
2902401,2444798,HOSPITAL GERAL DE AURELINO LEAL
2902500,4022068,CASA DE SAUDE SENHOR DO BONFIM
2902609,2799766,HOSPITAL MATERNIDADE MILTON PAMPONET RIBEIRO
2902708,2301687,HOSPITAL ANA MARIANI MONTE TABOR
2902708,3048209,HOSPITAL SANTA RITA
2902807,2799855,HOSPITAL SUSY ZANFRETTA
2902906,2722844,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETO
2903003,4022262,HOSPITAL MUNICIPAL DR MANOEL NOVAES
2903102,2602628,FUNDACAO DE BARRA DO ROCHA
2903201,2517698,CLINICA SANTA MONICA
2903201,2517744,COTEFI
2903201,2659069,HOSPITAL MUNICIPAL EURICO DUTRA
2903201,3563308,CENTRO HOSPITALAR DE BARREIRAS
2903201,3972925,HOSPITAL DO OESTE
2903201,6226868,VIA OESTE
2903235,2304910,MEDCLIN CENTRO DE ESPECIALIDADES MEDICAS
2903276,4022416,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGALHAES NETO
2903300,2601079,HOSPITAL NOSSA SENHORA DA CONCEICAO
2903409,2413922,HOSPITAL DR JOSE DA COSTA PINTO DANTAS
2903508,2304953,HOSPITAL MUNICIPAL VICENTE VIEIRA
2903607,2644827,HOSPITAL MUNICIPAL DE BIRITINGA
2903805,2771268,HOSPITAL GERAL DE BOA VISTA DO TUPIM
2903904,4022718,HOSPITAL MUNICIPAL CARMELA DUTRA
2903904,5398479,CLINICA SAO LUCAS
2903953,4022750,HOSPITAL MUNICIPAL DE BOM JESUS DA SERRA
2904001,2523515,HOSPITAL MUNICIPAL MARCUS ALLAN DE CASTRO ROCHA
2904050,3246558,MATERNIDADE DEP JOSE CARLOS ARAUJO
2904100,4022807,HOSPITAL MUNICIPAL DE BOQUIRA
2904209,2386305,HOSPITAL MUNICIPAL ALIPIO MARQUES
2904209,2386321,HSB
2904308,2801590,HOSPITAL MUNICIPAL JOANA CAJAIBA DE ANDRADE
2904407,7228724,HOSPITAL MUNICIPAL NIVALDO SEVERO DE OLIVEIRA
2904506,6485235,HOSPITAL MUNICIPAL DE BROTAS DE MACAUBAS
2904605,2386569,HOSPITAL MUNICIPAL PROF MAGALHAES NETO
2904605,2660113,SOMEPE
2904704,2603160,HOSPITAL NOSSA SENHORA SANTANA
2904753,2386674,HOSPITAL DE PEQUENO PORTE MATERNIDADE NOSSA SENHORA DA LUZ
2904803,2386739,HOSPITAL MUNICIPAL DE CAATIBA
2904902,2386879,HOSPITAL SAO JOAO DE DEUS
2905008,2387042,HOSP MATERNIDADE NOSSA SENHORA APARECIDA
2905107,4023463,HOSPITAL MUNICIPAL DE CAEM
2905206,2557118,HOSPITAL REGIONAL E MATERNIDADE SANTANA DE CAETITE
2905206,7319770,HOSPITAL MUNICIPAL DE CAETITE
2905305,2387131,HOSPITAL MUNICIPAL MAE OLIMPIA
2905503,4023536,HOSPITAL E MATERNIDADE JOAO DURVAL CARNEIRO
2905602,2601710,HOSPITAL DR OSVALDO VALVERDE
2905602,2602644,HOSPITAL AMEC
2905602,2602989,HOSPITAL SANTO ANTONIO
2905602,9696091,FUNDACAO GONCALVES E SAMPAIO
2905701,2388057,HOSPITAL GERAL DE CAMACARI
2905701,2467402,CENTROMED
2905701,2647036,HOSPITAL SANTA HELENA
2905701,3556239,HOSPITAL SEMED
2905701,9940014,INTENSIVA MEDICINA CRITICA
2905800,2387514,HOSPITAL MUNICIPAL DR ALVARO ERNESTO
2905909,4023668,HOSPITAL NOSSA SENHORA DE LOURDES LTDA
2905909,6600476,HOSPITAL MUNICIPAL DE CAMPO ALEGRE DE LOURDES
2906006,2799839,HOSPITAL SAO FRANCISCO
2906105,2602571,HOSPITAL MUNICIPAL MAE SIMOA
2906303,2804042,HOSPITAL REGIONAL REGIS PACHECO
2906402,2771411,HOSPITAL GERAL AGNALDO TAVARES
2906501,2387581,HOSPITAL MUNICIPAL DE CANDEIAS
2906501,3791130,UNIDADE MEDICA INTEGRADA UMI CMH
2906600,2819147,HOSPITAL MUNICIPAL DE CANDIBA
2906709,2387700,HOSP MUN DEP LUIS EDUARDO MAGALHAES
2906808,2597594,HOSPITAL MUNICIPAL SENHORA SANTANA
2906824,2597586,HOSPITAL MUNICIPAL GENARIO RABELO DE ALCANTARA
2906857,2802120,HOSPITAL SAO LUCAS
2906873,2387727,HOSPITAL DE CAPIM GROSSO
2906873,7163894,HOSPITAL NOSSA SENHORA DA SAUDE
2906907,4024222,HOSPITAL MUNICIPAL DE CARAVELAS
2907103,4024303,HOSPITAL MUNICIPAL DE CARINHANHA
2907202,2388928,HOSPITAL MUNICIPAL DE CASA NOVA
2907301,2601613,APMI DE CASTRO ALVES
2907301,2602075,HOSPITAL REGIONAL DE CASTRO ALVES
2907509,2388685,HOSPITAL DE CATU SANTA CASA DA BAHIA
2907509,5136385,HOSPITAL AGNUS DEI LTDA
2907558,4024370,HOSPITAL MUNICIPAL SAO SEBASTIAO
2907608,2389398,HOSPITAL MUNICIPAL DE CENTRAL
2907806,2532522,HOSPITAL MUNICIPAL LUIZ EDUARDO MAGALHAES
2907905,2799812,HOSPITAL MUNICIPAL DE CIPO
2908002,2603071,HOSPITAL GERAL DE COARACI
2908309,2389592,HOSPITAL MUNICIPAL DE CONCEICAO DO ALMEIDA
2908408,2598183,HOSPITAL PORTUGUES UNIDADE REGIONAL DE C DO COITE
2908408,2598205,HOSPITAL PORTUGUES UNIDADE MUNICIPAL DE CONCEICAO DO COITE
2908408,2644789,CLIMECC
2908408,2644800,CLINICA PROFEMINA
2908408,2649764,CLINICA SAO JOSE
2908408,3898423,AMI ASSISTENCIA MEDICA E INFANTIL
2908507,2600609,HOSPITAL MUNICIPAL DR ANTONIO CARLOS MAGALHAES
2908606,2512149,HOSPITAL DR GIVALDO FONTES COSTA
2908705,2801566,HOSPITAL MUNICIPAL DR JOSE CARDOSO DOS APOSTOLOS
2908903,2799731,HOSPITAL ANGELO MARTINS
2909000,5446333,HOSPITAL JOAQUIM MUTTI DE CARVALHO
2909109,2801558,HOSPITAL MUNICIPAL ANTONIO JOAQUIM LOPES
2909307,2801574,HOSPITAL MUNICIPAL DR LAURO JOAQUIM DE ARAUJO
2909406,2550407,CENTRO MEDICO SANTA CRUZ
2909505,2601753,HOSPITAL MUNICIPAL DE CRAVOLANDIA
2909604,2620421,UNIDADE SANITARIA MISTA MEDICA ODONTOLOGICA
2909703,7476523,HOSPITAL MUNICIPAL ANTONIO JOSE DE ARAUJO
2909802,2390043,HOSPITAL NOSSA SENHORA DO BONSUCESSO
2909802,2532530,HOSPITAL MUNICIPAL DE CRUZ DAS ALMAS
2909901,2400901,HOSPITAL MUNICIPAL DOUTOR JAIME DA SILVEIRA COELHO
2910057,2532549,HOSPITAL MUNICIPAL DILTON BISPO DE SANTANA
2910057,2532891,PROMATER DIAS DAVILA
2910107,2602563,HOSPITAL MATERNIDADE DR MARILTON TANAJURA MATIAS
2910305,4025121,CASA DE SAUDE MARIA LAPA BITTENCOURT
2910404,4025148,HOSPITAL MUNICIPAL MILTON ROCHA SOUZA
2910503,2620464,HOSPITAL MUN PRF EDGARD SANTOS
2910602,2627183,HOSPITAL SAO FRANCISCO E SAO VICENTE
2910701,2401231,HOSPITAL PORTUGUES UNID MUNICIPAL ANTONIO CARLOS MAGALHAES
2910727,2507447,HOSPITAL REGIONAL DE EUNAPOLIS
2910727,2507455,HOSPITAL AMES
2910727,2556502,HOSPITAL DR JOSE RAMOS DE OLIVEIRA
2910727,2556510,HOSPITAL DAS CLINICAS DE EUNAPOLIS
2910727,2556642,HOSPITAL E MATERNIDADE DE EUNAPOLIS
2910776,3013359,HOSPITAL MUNICIPAL DE FEIRA DA MATA
2910800,2601680,HOSPITAL DOM PEDRO DE ALCANTARA
2910800,2602857,CASA DE SAUDE SANTANA
2910800,2602938,HTO HOSPITAL GERAL
2910800,2799758,HOSPITAL GERAL CLERISTON ANDRADE
2910800,3037495,HOSPITAL EMEC
2910800,3060098,HOSPITAL ORTOPEDICO
2910800,3344320,HOSPITAL UNIMED
2910800,3381412,MATERNIDADE SANTA EMILIA
2910800,3401928,HOSPITAL SAO MATHEUS
2910800,9130454,HOSPITAL FRANCISCA DE SANDE LTDA
2910859,2401665,UNIDADE HOSPITALAR SAO SEBASTIAO
2911204,2412381,HOSPITAL JOAO BATISTA ASSIS
2911303,2402394,HOSPITAL MUNICIPAL GETULIO REGINALDO CUNHA
2911501,3023036,HOSPITAL MUNICIPAL EDESIA ROCHA NEVES
2911709,2412241,POLICLINICA E MATERNIDADE DE GUANAMBI
2911709,2804034,HOSPITAL REGIONAL DE GUANAMBI
2911709,2816881,HOSPITAL MUNICIPAL DE GUANAMBI
2911709,6444954,HOSPITAL NOVA ALIANCA
2911808,2412276,HOSPITAL MATERNIDADE JOANA MOURA
2911907,2772671,HOSPITAL MUNICIPAL DR VALDIR CALVACANTI MEDRADO
2912004,2412551,HOSPITAL MUNICIPAL SAO SEBASTIAO
2912103,2602105,HOSPITAL MUNICIPAL ARLETE MARON DE MAGALHAES
2912301,2412845,HOSPITAL MATERNIDADE ANITA RODRIGUES LEAL
2912400,2412985,HOSPITAL BOM JESUS DE NAZARE
2912400,9441743,HOSPITAL MUNICIPAL DE IBIPEBA
2912509,5020743,HOSPITAL MUNICIPAL DE IBIPITANGA
2912707,2413043,HOSPITAL MUNICIPAL EDVALDO MAGALHAES NASCIMENTO
2912806,2659999,HOSPITAL ISAURA CHACARA
2912905,2413051,MATERNIDADE AURELINA VIRGILIA FAIR
2912905,2602172,HOSPITAL ANTONIO FIRMO LEAL
2913002,2412713,HOSPITAL PADRE ALDO COPPOLA
2913101,2601397,CENTRO MEDICO DE IBITITA
2913200,2602121,HOSPITAL REGIONAL DO VELHO CHICO
2913200,3272842,SAO LAZARO
2913309,4026233,HOSPITAL MUNICIPAL SAGRADO CORACAO DE JESUS
2913408,2627256,HOSPITAL MUNICIPAL JOSE OLINTO CONTRIM FERNANDES
2913457,2413299,HOSP MATERN LUIS EDUARDO MAGALHAES
2913507,2413450,SOMAI
2913507,2413469,MATERNIDADE MANOEL MARTINS DE SOUZA
2913606,2415844,HOSPITAL GERAL LUIZ VIANA FILHO
2913606,2416328,HOSPITAL SAO JORGE
2913606,2416336,HOSPITAL E MATERNIDADE BARTOLOMEU CHAVES
2913606,2706563,HCM
2913606,2802112,HOSPITAL SAO JOSE MATERNIDADE SANTA HELENA
2913606,3906787,HOSPITAL DE ILHEUS
2913606,7518846,VIDA MEMORIAL
2913606,9388133,HOSPITAL REGIONAL COSTA DO CACAU
2913705,2653230,HOSPITAL ANTONIO CARLOS MAGALHAES
2913804,2660253,HOSPITAL MUNICIPAL ANTONIO RODRIGUES DE OLIVEIRA
2913903,2603055,HOSPITAL GERAL DE IPIAU
2913903,2819139,FUNDACAO HOSPITALAR DE IPIAU
2913903,3010317,CLINICA SAO ROQUE
2914000,4026608,CLINICA SANTA HELENA
2914000,4026640,HOSPITAL MUNICIPAL DE IPIRA
2914109,4026675,HOSPITAL MUNICIPAL GUILHERMINO PEREIRA MACHADO
2914208,2413663,HOSPITAL MUNICIPAL SANTO ANTONIO
2914307,2603144,CLINICA E MATERNIDADE SAO LUCAS
2914307,4026691,CLIMACA
2914307,4026756,HOSPITAL MUNICIPAL DE IRAMAIA
2914406,4026772,HOSPITAL AMERICO CHAGAS
2914406,9251960,HOSPITAL GERAL SAO PAULO
2914505,2413671,HOSPITAL MATERNIDADE DR DERALDO MIRANDA
2914604,2532638,HOSPITAL E MATERNIDADE JOSEFA ISMAEL SOBRAL
2914604,2532751,HOSPITAL GERAL SAO PAULO
2914604,2533162,HOSPITAL GERAL SANTA LUZIA
2914604,2533219,AMI
2914604,4026896,HOSPITAL REGIONAL DR MARIO DOURADO SOBRINHO
2914604,5860024,CMU CENTRO MEDICO UROLOGICO DE IRECE
2914653,2802015,HOSPITAL E MATERNIDADE FREI RICARDO
2914703,2470098,HOSPITAL GERAL DE ITABERABA
2914703,2470152,HOSPITAL REGIONAL DE ITABERABA
2914703,3245500,HOSPITAL DA CHAPADA
2914703,7744129,HOSPITAL NOSSA SENHORA DE BROTAS LTDA
2914802,2385171,HOSPITAL DE BASE LUIS EDUARDO MAGALHAES
2914802,2772280,HOSPITAL CALIXTO MIDLEJ FILHO
2914802,6211402,HOSPITAL SAO LUCAS
2914901,2526557,FUNDACAO HOSPITALAR DE ITACARE
2914901,5313287,HOSPITAL MUNICIPAL GABRIEL MOTTA BARROS
2915007,2413507,HOSPITAL MUNICIPAL DE ITAETE
2915106,2601761,CLINICA MUNICIPAL DE ITAGI
2915304,3043185,HOSPITAL MUNICIPAL LUIS EDUARDO MAGALHAES
2915353,2414058,HOSPITAL MUNICIPAL AMELIA CARVALHO
2915502,2602814,HOSPITAL DR MONTIVAL LUCAS
2915601,2556847,HOSPITAL MUNICIPAL DE ITAMARAJU
2915809,2414465,HOSPITAL REGIONAL SAO SEBASTIAO
2916005,2601591,HOSPITAL MARIA MOREIRA LISBOA
2916104,2602083,HOSPITAL GERAL DE ITAPARICA
2916302,2414651,HOSPITAL E MATERNIDADE NELSON MOURA FERREIRA
2916401,2415666,POLICLIN POLICLINICA MEDICA DE ITAPETINGA SC LTDA
2916401,2417189,HOSPITAL CRISTO REDENTOR
2916500,2799782,HOSPITAL MUNICIPAL RIBEIRO CRUZ
2916708,2602881,HOSPITAL MUNICIPAL DE ITAQUARA
2916807,2417456,HOSPITAL REGIONAL DE ITARANTIM
2916856,2444704,HOSPITAL MATERNIDADE MARIA EUNICE DULTRA SOARES
2916906,2423928,HOSPITAL MUNICIPAL PEDRO PIMENTEL RIBEIRO
2917003,2423936,HOSPITAL MUNICIPAL DE ITIUBA
2917102,2445204,FUNDACAO HOSPITAL E MATERNIDADE DE ITORORO
2917201,2445247,HOSPITAL MUNICIPAL DE ITUACU
2917300,2445352,HOSPITAL ANTONIO DA COSTA PINTO DANTAS
2917334,6670385,HOSPITAL MUNICIPAL EDVALDO PEREIRA MAGALHAES
2917359,2801582,HOSPITAL MUNICIPAL HERMENEGILDO DIAS DA SILVA
2917409,2466694,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEICAO
2917508,2467348,CLINICA SANTA BARBARA
2917508,2467372,HOSPITAL MUNICIPAL ANTONIO TEXEIRA SOBRINHO
2917508,2470748,HOSPITAL REGIONAL VICENTINA GOULART
2917607,2469774,CASA DE SAUDE E MATERNIDADE MARIA JOSE DE SOUZA SANTOS
2917607,2802252,HOSPITAL MUNICIPAL DE JAGUAQUARA
2917607,9216413,FERMED
2917706,2601400,HOSPITAL MUNICIPAL DE JAGUARARI
2918001,2400359,IORTE
2918001,2400693,HOSPITAL GERAL PRADO VALADARES
2918001,2494930,HOSPITAL SAO VICENTE
2918001,2494949,HOSPITAL PERPETUO SOCORRO
2918001,2550555,HOSPITAL SANTA HELENA
2918100,2304767,HOSPITAL GERAL DE JEREMOABO
2918209,2483408,HOSPITAL E MATERNIDADE JULIA MAIA
2918308,5110025,HOSPITAL NOSSA SENHORA DE FATIMA
2918357,2483424,HOSPITAL GERAL DR BENEDITO NEY
2918407,2557509,PROMATRE DE JUAZEIRO
2918407,4028155,HOSPITAL REGIONAL DE JUAZEIRO
2918407,6433219,HOSPITAL DA UNIMED EM JUAZEIRO
2918407,9162585,HOSPITAL DIA SAO LUCAS
2918407,9192484,HOSPITAL SAO LUCAS
2918407,9436855,HOSPITAL SAO LUCAS
2918456,2533413,HOSPITAL MUNICIPAL DE JUCURUCU
2918506,2483033,HOSPITAL MUNICIPAL NOSSA SENHORA DE LOURDES
2918555,2483041,HOSPITAL EDUARDO GILENO AMADO BRANDAO
2918605,2483300,CASA DE SAUDE ANA MEDRADO LUZ
2918753,2483319,UNIDADE DE RETAGUARDA DE SAUDE DR JAIRO PONTES
2918803,2390078,HOSPITAL MUNICIPAL VEREADOR RANULFO JOSE DE ALMEIDA
2919058,2602210,HOSPITAL M ALVARO VASCONCELOS FAGUNDES
2919157,2483548,HOSPITAL MUNICIPAL LUIZ EDUARDO MAGALHAES
2919207,2802023,HOSPITAL GERAL MENANDRO DE FARIA
2919207,3260801,HOSPITAL AEROPORTO
2919207,5328713,HOSPITAL UNIMED
2919306,2483688,HOSPITAL MUNICIPAL SEBASTIAO MARTINS ALVES
2919405,2490218,HOSPITAL MUNICIPAL DR AUREO MENDES DA SILVA
2919504,2487616,HOSPITAL MUNICIPAL DR ULYSSES CELESTINO DA SILVA
2919504,3851826,CENTRO MEDICO SAO LUCAS
2919504,3851842,CLINICA SANTA RITA
2919504,6574793,IME INSTITUTO DE MEDICINA
2919553,3271110,HOSPITAL E MATERINIDADE SILVESTRE
2919553,4028414,HOSPITAL MUNICIPAL DR GILENO DE SA OLIVEIRA
2919603,2492881,HOSPITAL MUNICIPAL JULIETA SAMPAIO
2919702,2492911,HOSPITAL SAO PEDRO DE MACARANI
2919801,2533057,HOSPITAL ANTENOR ALVES DA SILVA
2919801,3316424,CLIMACOM
2919926,3289826,HOSPITAL MUNICIPAL DR EDUARDO RIBEIRO BAHIANA
2920007,2493578,HOSPITAL MATERNIDADE MUNICIPAL DE MAIQUINIQUE
2920106,4028511,HOSPITAL DEPUTADO LUIS EDUARDO MAGALHAES
2920205,2493195,HOSPITAL MUNICIPAL SAO GERALDO
2920502,2493829,CLINICA E MATERNIDADE SAO MATHEUS
2920502,2600854,HOSPITAL MUNICIPAL DR ALVARO BEZERRA
2920601,3761673,HOSPITAL MUNICIPAL NOSSA SENHORA DA SAUDE
2920809,3016986,HOSPITAL LUIZ EDUARDO MAGALHAES
2921005,2627418,HOSPITAL MUNICIPAL DR EURICO GOULART DE FREITAS
